AccessionClean,Cerebellum,Midbrain,Thalamus,Lateral_habenula,Hippocampus,Dentate_gyrus,Basic_cell_groups_and_regions_grey,Lateral_septal_nucleus,Caudoputamen,Neocortex,Protein_names,Gene_Names,Tissue_specificity
A2ASQ1,0.153977719,0.245079147,0.264573949,0.351471611,0.323927194,0.211957031,-0.097227444,-0.145928297,0.057960873,-0.070531169,Agrin [Cleaved into: Agrin N-terminal 110 kDa subunit; Agrin C-terminal 110 kDa subunit; Agrin C-terminal 90 kDa fragment (C90); Agrin C-terminal 22 kDa fragment (C22)],Agrn Agrin,"TISSUE SPECIFICITY: Expressed in central nervous system (CNS) synapses such as in the cerebral cortex and hippocampus. Localizes to basal lamina of hippocampal blood vessels. Both (z+) and (z-) isoforms found in kidney, heart and cerebral vasculature. {ECO:0000269|PubMed:10402191, ECO:0000269|PubMed:11018052, ECO:0000269|PubMed:17611272, ECO:0000269|PubMed:18230682}."
A2ASZ8,0.627047182,0.545647833,0.533443859,0.100189357,0.289303577,0.086127934,-0.284122273,0.25525332,0.197352329,0.228937681,Mitochondrial adenyl nucleotide antiporter SLC25A25 (Short calcium-binding mitochondrial carrier protein 2) (SCaMC-2) (Solute carrier family 25 member 25),Slc25a25 Kiaa1896 Scamc2,
A2AT37,-0.006855957,0.345709183,-0.201494517,0.00525178,0.062016438,-0.011772903,-0.513152411,-0.264649923,0.353403586,0.27988807,Regulator of nonsense transcripts 2 (Up-frameshift suppressor 2 homolog) (Upf2),Upf2 RENT2,TISSUE SPECIFICITY: Localized in male germ cells. {ECO:0000269|PubMed:27149095}.
A2AUM9,1.278130508,0.583988458,-0.065732913,NA,0.496700492,0.587096142,0.211943926,0.058517771,1.391034159,1.643919624,Centrosomal protein of 152 kDa (Cep152),Cep152 Kiaa0912,
A2AV25,0.167605693,0.041909785,-0.150386658,-0.629258148,-0.086731811,-0.229031901,-0.069140347,0.404633874,0.067279912,0.063000353,Fibrinogen C domain-containing protein 1,Fibcd1,
A2AWA9,0.387993618,0.545996171,0.369338057,-0.183395564,0.331461319,0.246293957,0.238549194,0.124215438,0.351574835,0.623715354,Rab GTPase-activating protein 1 (GAP and centrosome-associated protein) (Rab6 GTPase-activating protein GAPCenA),Rabgap1 Kiaa4104,
A2AWL7,0.426393343,-1.026894064,-3.531687606,-3.058433544,-1.510373738,-1.886511114,NA,NA,-1.613375986,-0.068066999,MAX gene-associated protein,Mga Kiaa4252,TISSUE SPECIFICITY: Highly expressed in germ cells and granulosa cells. {ECO:0000269|PubMed:39545409}.
A2AWP8,1.372234419,1.382207104,1.388520452,1.259427326,1.540032943,1.727735531,0.958998181,0.939847834,1.327163478,1.418207893,Rho guanine nucleotide exchange factor 10-like protein (GrinchGEF),Arhgef10l Kiaa1626,
A2AWR3,-0.883206147,-0.529446252,-0.679537149,-0.327146142,-0.700216983,-0.804308889,-0.589615398,-0.742090412,-1.122980522,-0.758369524,Lysosomal cholesterol signaling protein (LYCHOS),Gpr155,"TISSUE SPECIFICITY: Widely expressed in adult tissues and during development (PubMed:20537985). In brain, widely distributed in forebrain regions, while it shows a more restricted distribution in the midbrain and hindbrain regions (PubMed:20537985). Expressed at highest level in the lateral part of striatum and hippocampus (PubMed:20537985). {ECO:0000269|PubMed:20537985}."
A2BDX3,0.394651166,0.438871751,0.30606958,0.36891628,0.416053258,0.105405579,-0.113265238,0.083295078,0.440261203,0.323268193,Adenylyltransferase and sulfurtransferase MOCS3 (Molybdenum cofactor synthesis protein 3) [Includes: Molybdopterin-synthase adenylyltransferase (EC 2.7.7.80) (Adenylyltransferase MOCS3) (Sulfur carrier protein MOCS2A adenylyltransferase); Molybdopterin-synthase sulfurtransferase (EC 2.8.1.11) (Sulfur carrier protein MOCS2A sulfurtransferase) (Sulfurtransferase MOCS3)],Mocs3 Uba4,
A2BE28,-1.243213059,-1.542730219,-0.686074563,-0.743457158,-0.816562593,-0.486163872,-0.449863691,-0.752418167,-1.466450116,-1.433950645,Ribosomal biogenesis protein LAS1L (Endoribonuclease LAS1L) (EC 3.1.-.-) (Protein LAS1 homolog),Las1l,
A2BH40,-0.625359458,-0.570378726,-0.73233182,-0.347469403,-0.125917556,-0.211859106,-0.493111699,-0.483109436,-0.672426877,-0.602132692,"AT-rich interactive domain-containing protein 1A (ARID domain-containing protein 1A) (BRG1-associated factor 250) (BAF250) (BRG1-associated factor 250a) (BAF250A) (Osa homolog 1) (SWI-like protein) (SWI/SNF complex protein p270) (SWI/SNF-related, matrix-associated, actin-dependent regulator of chromatin subfamily F member 1)",Arid1a Baf250 Baf250a Osa1 Smarcf1,TISSUE SPECIFICITY: Widely expressed. Expressed at high levels in the testis. {ECO:0000269|PubMed:11318604}.
A2CG49,-0.10053954,-0.09666717,-0.008648555,-0.164693476,0.125085683,-0.243348144,-0.19135072,-0.077187944,-0.222582451,0.005145722,Kalirin (EC 2.7.11.1) (Protein Duo) (Serine/threonine-protein kinase with Dbl- and pleckstrin homology domain),Kalrn,
A2CG63,-0.938377634,-1.576194839,-1.168520722,-1.296448017,-1.70181765,-1.345219401,-3.017657274,-1.847822113,-1.535058796,-1.893938842,AT-rich interactive domain-containing protein 4B (ARID domain-containing protein 4B) (180 kDa Sin3-associated polypeptide) (Sin3-associated polypeptide p180) (Histone deacetylase complex subunit SAP180),Arid4b Sap180,TISSUE SPECIFICITY: Expressed in Sertoli cells of the testis. {ECO:0000269|PubMed:23487765}.
A2RSJ4,-0.028154794,-0.037925775,-0.388366136,-0.260735637,-0.052429541,0.110133585,0.046421868,-0.377448025,0.054633532,-0.20721439,Bridge-like lipid transfer protein family member 3B (Syntaxin-6 Habc-interacting protein of 164 kDa) (UHRF1-binding protein 1-like),Bltp3b Kiaa0701 Ship164 Uhrf1bp1l,
A2RSQ0,0.283746443,0.281583997,-0.66431877,NA,-0.506284709,-0.035838042,NA,-0.382371175,0.362450982,0.423325231,DENN domain-containing protein 5B (Rab6IP1-like protein),Dennd5b,
A2RSY1,-0.110651374,-0.149266939,0.154432245,-1.437890526,0.327241361,0.680977528,-0.710356613,-0.730199939,0.030615024,0.134365304,KAT8 regulatory NSL complex subunit 3 (NSL complex protein NSL3) (Non-specific lethal 3 homolog),Kansl3 Kiaa1310 Nsl3,
A2RSY6,0.705060485,1.432027617,-0.640071332,NA,-0.925204282,-0.157214547,0.497110417,-0.171457247,0.460294311,-0.325402469,tRNA (guanine(27)-N(2))-dimethyltransferase (EC 2.1.1.-) (tRNA methyltransferase 1-like protein) (TRMT1-like protein),Trmt1l,"TISSUE SPECIFICITY: Expressed in various neuronal structures during embryonic development, including spinal ganglia, trigeminal nerve and ganglion, olfactory and nasopharyngeal epithelium, nuclei of the metencephalon, thalamus and medulla oblongata. Also expressed in lung, esophagus, epiglottis, ependyma, vertebral column, spinal cord and brown adipose tissue. Expression persists in the adult brain with dynamically changing patterns in cortex and cerebellum. {ECO:0000269|PubMed:17198746}."
A2RT62,-0.257454841,-0.484860901,-0.509025677,-0.441665819,-0.440056648,-0.780318786,-0.505368345,-0.325379401,-0.183029942,-0.121554349,F-box/LRR-repeat protein 16 (F-box and leucine-rich repeat protein 16),Fbxl16,
A2RTL5,-1.592536723,-1.55475275,-1.047129935,-1.623020159,-1.888524872,-1.774474817,-1.618102232,-0.513749669,-1.553685333,-1.345737376,Arginine/serine-rich coiled-coil protein 2,Rsrc2,
A2TJV2,-0.919348353,-0.819576688,-1.049581037,-1.292163439,-1.483996802,-0.732774453,-0.417284972,-0.45136418,-0.752126797,-0.551501186,Paralemmin-3,Palm3,
A2VDH3,-4.880611218,-3.656416497,-4.137628645,NA,-5.0312598,-2.220535003,NA,-3.083113075,-4.761305471,-3.580652973,Leucine-rich repeat-containing protein 38 (BK channel auxiliary gamma subunit LRRC38),Lrrc38,
A3FIN4,2.128205876,2.534029317,1.866137119,1.929546759,1.795030232,1.898050546,1.964904015,1.755785862,1.467611897,1.315588601,Phospholipid-transporting ATPase FetA (EC 7.6.2.1) (ATPase class I type 8B member 2-like protein) (ATPase class I type 8B member 5) (Flippase expressed in testis A),Atp8b5 Feta,TISSUE SPECIFICITY: Highly expressed in testis. {ECO:0000269|PubMed:19657017}.
A3KFM7,1.28810917,0.900542536,0.613269819,0.919485825,0.829767031,0.568177285,1.398827648,1.260542275,0.507274462,0.557640383,ATP-dependent chromatin remodeler CHD6 (EC 3.6.4.-) (Chromo domain-containing protein 6) (CHD-6),Chd6 Kiaa1335,TISSUE SPECIFICITY: Widely expressed. {ECO:0000269|PubMed:17027977}.
A3KFX0,-0.520357609,-0.660865821,0.089125258,-0.622608488,-1.094212734,-0.865003439,0.173083424,-1.150411957,-0.702119561,-0.607760562,Cytosolic 5'-nucleotidase 1A (cN1A) (EC 3.1.3.5) (EC 3.1.3.89) (EC 3.1.3.99) (5'-deoxynucleotidase) (Cytosolic 5'-nucleotidase IA) (cN-IA),Nt5c1a,
A3KGF9,-0.063799702,0.065707815,-0.073829175,-0.262877295,-0.021239203,-0.60776448,-0.25755938,0.084458714,-0.028719944,0.083130747,Coiled-coil domain-containing protein 9B,Ccdc9b,
A3KGS3,-0.778606906,-0.7405022,-0.529528965,-0.753729262,-0.771349896,-0.905184351,-0.60813669,-1.18764009,-0.710161019,-0.510556419,Ral GTPase-activating protein subunit alpha-2 (250 kDa substrate of Akt) (AS250) (P220),Ralgapa2 Kiaa1272,"TISSUE SPECIFICITY: Abundantly expressed in testis, pancreas, lung, thymus, brown fat, and white fat. {ECO:0000269|PubMed:16490346}."
A3KGV1,0.398717138,0.519204006,0.490852653,-0.068554297,0.360624244,0.33954046,0.677712236,0.01480514,0.329742088,0.489127179,Outer dense fiber protein 2 (84 kDa outer dense fiber protein) (Cenexin) (Outer dense fiber of sperm tails protein 2),Odf2 Odf84,"TISSUE SPECIFICITY: Testis-specific (at protein level) (PubMed:27682589, PubMed:31904090, PubMed:9045620). Expressed in spermatids at tubular stage V of the spermatogenic cycle (PubMed:9740324). Highly expressed in the cytoplasm of elongating spermatids (tubular stages X/XI) (PubMed:9740324). In step 14/15 spermatids of tubular stage III/IV low expression detected (PubMed:9740324). No expression detected in other testicular cells as well as the early round of spermatids (PubMed:9740324). {ECO:0000269|PubMed:27682589, ECO:0000269|PubMed:31904090, ECO:0000269|PubMed:9045620, ECO:0000269|PubMed:9740324}."
A3KMP2,-0.321801092,-0.18990666,-0.039462689,-0.504827823,-0.016731773,-0.131393168,-0.072311553,-0.005309879,0.082880039,0.025024034,Tetratricopeptide repeat protein 38 (TPR repeat protein 38),Ttc38,
A4Q9F0,0.04763064,0.311555211,0.162037329,0.374743641,0.259311011,-0.086968349,0.176475145,-0.073571039,0.495746662,0.398642169,Tubulin polyglutamylase TTLL7 (EC 6.3.2.-) (Tubulin--tyrosine ligase-like protein 7) (mTTLL7),Ttll7,"TISSUE SPECIFICITY: Highly expressed in brain, testis and trachea (PubMed:17499049). Expressed in brain, heart, kidney, liver, lung, muscle and trachea (PubMed:17499049). In the brain, highly expressed in hippocampus, thalamus, olfactory bulb and cerebellum cortex, corpus callosum and striatum (PubMed:16901895, PubMed:17499049). {ECO:0000269|PubMed:16901895, ECO:0000269|PubMed:17499049}."
A6H5Z3,-0.261851445,-0.057823574,-0.327217311,-0.37037576,-0.207365823,-0.281890965,-0.347896827,-0.096146923,-0.096736381,-0.181160921,Exocyst complex component 6B (Exocyst complex component Sec15B) (SEC15-like protein 2),Exoc6b Sec15b Sec15l2,
A6H611,-0.452796563,-0.803683866,-0.570594384,-0.797015017,-0.81704696,-0.551947621,0.128071309,-0.927217447,-0.343482991,-0.655479927,Mitochondrial intermediate peptidase (MIP) (EC 3.4.24.59),Mipep,
A6H619,-0.867356303,-1.02083478,-0.915527456,-0.853621868,-0.992624921,-0.820737345,-0.977838642,-1.237713964,-0.601340689,-0.761024254,PHD and RING finger domain-containing protein 1,Phrf1 Kiaa1542,
A6H630,-1.121963094,-0.772183039,-1.072260765,-1.582870009,-1.259904001,-1.742324423,-0.409571917,-1.805639053,-1.021266642,-1.025262244,Damage-control phosphatase 1 (EC 3.1.3.-) (Acidic residue methyltransferase 1) (Protein-glutamate O-methyltransferase) (EC 2.1.1.-) (Sugar phosphate phosphatase ARMT1),Dcph1 Armt1,
A6H6A9,-0.874442217,-0.226504178,-0.802517514,-0.50532826,-1.084835465,-0.732359393,0.413432565,-0.490141648,-0.570048962,-0.669578006,Rab GTPase-activating protein 1-like,Rabgap1l Hhl Kiaa0471,"TISSUE SPECIFICITY: Expressed in embryonic heart and liver, and in hemopoietic cells (PubMed:10585558). Expressed in the corpus callosum in the central nervous system (CNS) and costameres in skeletal muscle at postnatal day (PND) 30 (PubMed:27718357). {ECO:0000269|PubMed:10585558, ECO:0000269|PubMed:27718357}."
A6H6E2,-0.343502385,-0.579847754,-1.380474202,-0.522338675,-1.05983088,-0.939799136,-1.97187119,-2.280942158,-0.265856309,-0.154414836,Multimerin-2,Mmrn2,
A6H8H2,-0.138800063,-0.135086539,-0.198272195,0.084305052,0.013918017,-0.502463108,-0.501537937,0.367226383,-0.106484255,-0.095231851,DENN domain-containing protein 4C,Dennd4c,
A6H8H5,-1.468333883,-1.229562481,-0.698366719,-0.579229044,-0.853933735,-0.068569603,-1.176598882,0.30396422,-0.688039805,-1.174956568,Potassium voltage-gated channel subfamily B member 2 (Voltage-gated potassium channel subunit Kv2.2),Kcnb2,
A6X8Z5,-0.733638426,-0.583364589,-1.132518342,-1.043439261,-1.448348217,-1.345002994,-1.30803531,-1.81799137,-0.58847434,-0.546984137,Rho GTPase-activating protein 31 (Cdc42 GTPase-activating protein),Arhgap31 Cdgap Kiaa1204,TISSUE SPECIFICITY: Expressed at highest levels in heart and lung. {ECO:0000269|PubMed:9786927}.
A6X919,-0.775944003,-0.714167969,-0.426189384,-0.769005009,-0.483071884,-0.586925746,-0.315232964,-0.602316843,-0.390048828,-0.632385614,Protein C-mannosyl-transferase DPY19L1 (EC 2.4.1.-) (Dpy-19-like protein 1) (Protein dpy-19 homolog 1),Dpy19l1,
A7XUZ6,0.95649195,1.309753993,-0.076952101,1.050182852,0.564020199,1.010318462,1.285186157,1.184918347,0.48337522,0.809165753,Selection and upkeep of intraepithelial T-cells protein 6 (Skint-6),Skint6,TISSUE SPECIFICITY: Expressed in skin. {ECO:0000269|PubMed:18408721}.
A8Y5H7,0.599913319,0.857608168,0.913299993,-0.028438714,0.490196385,0.196374633,0.529659341,-0.539098664,1.003273046,1.152426007,SEC14-like protein 1,Sec14l1 Kiaa4251,
A9JSM3,1.093619131,1.390220955,1.037748869,0.506470563,0.830371168,1.043038168,0.496440611,1.926495984,1.66182635,0.778056212,Transmembrane protein 238,Tmem238,
A9Z1V5,1.187984543,1.73245364,1.160324371,1.365709485,1.804206923,1.503223399,0.72789191,0.472481285,1.0480681,1.115418265,von Willebrand factor A domain-containing protein 5B1,Vwa5b1,
B0F2B4,-0.72571427,-0.442460026,-0.364284013,-0.64764008,-0.534772899,-0.38001652,-0.749396868,-0.138714659,-1.058368827,-0.470328666,Neuroligin 4-like (Neuroligin-4) (NL-4),Nlgn4l Nl4* Nlgn4 Nlgn4x,"TISSUE SPECIFICITY: Detected in brain cortex, septum, hippocampus, striatum, olfactory bulb, retina, colliculi, brain stem, cerebellum, thymus and skeletal muscle. Detected at inhibitory synapses throughout the brain and spinal cord (at protein level). Detected in brain, spleen, lung, skeletal muscle and kidney. {ECO:0000269|PubMed:18227507, ECO:0000269|PubMed:18434543, ECO:0000269|PubMed:21282647}."
B0V2N1,-0.479453101,-0.342967062,-0.28735523,-0.472356529,-0.281341675,-0.118273668,-0.343361403,-0.262326548,-0.246775089,-0.394412596,Receptor-type tyrosine-protein phosphatase S (R-PTP-S) (EC 3.1.3.48) (PTPNU-3) (Receptor-type tyrosine-protein phosphatase sigma) (R-PTP-sigma),Ptprs,"TISSUE SPECIFICITY: Detected in brain cortex, cerebellum and thoracic spinal cord (at protein level) (PubMed:19780196, PubMed:22519304). Detected in motor cortex and white matter of the spinal cord, but not in spinal cord gray matter (PubMed:19780196). Isoform 1 and isoform 6 are predominantly expressed in the brain (cerebrum and cerebellum) and to a lesser extent in the heart and skeletal muscle. Also found in neuronal-derived cell lines (PubMed:7529177). Detected in the ganglion cell layer of the retina and in glial cells along the optic nerve (PubMed:15797710). Detected in bone marrow and spleen plasmacytoid dendritic cells (PubMed:26231120). {ECO:0000269|PubMed:15797710, ECO:0000269|PubMed:19780196, ECO:0000269|PubMed:22519304, ECO:0000269|PubMed:26231120, ECO:0000269|PubMed:7529177}."
B1AR13,1.557001928,1.570819206,1.26484885,1.163117052,1.227875752,0.683677845,0.943214723,0.900257309,1.225119385,1.220447176,"CDGSH iron-sulfur domain-containing protein 3, mitochondrial (Melanoma nuclear protein 13)",Cisd3 Mel-13 Mel13,
B1AS29,-0.901234985,-0.821499762,-0.547937167,-0.607650171,-0.90155232,-0.933959646,-1.057859556,-0.303065523,-0.761427573,-0.352417453,"Glutamate receptor ionotropic, kainate 3 (GluK3) (Glutamate receptor 7) (GluR-7) (GluR7)",Grik3 Glur7,"TISSUE SPECIFICITY: Detected in whole brain, cerebellum, brain cortex and hippocampus. {ECO:0000269|PubMed:11124978}."
B1AUE5,0.195560363,0.185861011,-0.178692272,-0.308464741,0.012969514,-0.280973077,-0.122190177,-0.460637394,-0.141422305,-0.0751832,Peroxisome biogenesis factor 10 (EC 2.3.2.27) (Peroxin-10) (Peroxisomal biogenesis factor 10) (Peroxisome assembly protein 10),Pex10,
B1AUH1,-0.383144044,-0.525199422,-0.731342704,-0.366960887,-0.824930733,-0.238230985,-0.839286164,-0.8758186,-0.634720565,-0.6686555,Receptor-type tyrosine-protein phosphatase U (R-PTP-U) (EC 3.1.3.48) (Ftp-1) (Pancreatic carcinoma phosphatase 2) (PCP-2) (Protein-tyrosine phosphatase-lamda) (PTP-lambda) (PTPlambda) (Receptor-type protein-tyrosine phosphatase psi) (R-PTP-psi),Ptpru Pcp2 Ptpf,"TISSUE SPECIFICITY: Transcripts of different sizes are differentially expressed in a subset of tissues. Detected in brain, lung, skeletal muscle, heart, kidney and placenta. In brain; expressed in olfactory bulb, cerebral cortex, hippocampus and cerebellum. {ECO:0000269|PubMed:15040814, ECO:0000269|PubMed:9054423, ECO:0000269|PubMed:9272866}."
B1AVY7,-0.393461252,-0.764302324,-1.072892113,-0.495712444,-0.925167044,-0.905999462,-0.721444289,-1.220481172,-0.389900913,-0.621926107,Kinesin-like protein KIF16B,Kif16b Kiaa1590,
B1AVZ0,0.189876825,0.33384361,0.68225358,0.040739779,0.414264066,0.202927335,0.291684241,0.364209309,0.423939725,0.259034773,Uracil phosphoribosyltransferase homolog,Uprt,
B1AWN6,0.427524542,0.275131283,0.193198561,0.506130102,0.464885204,0.224023884,0.528501356,0.541164293,0.523145248,0.373164403,Sodium channel protein type 2 subunit alpha (Voltage-gated sodium channel subunit alpha Nav1.2),Scn2a Scn2a1,"TISSUE SPECIFICITY: Expressed in brain (at protein level) (PubMed:10827969, PubMed:11166117). Detected in hippocampus, cortex and brain stem (PubMed:10827969). {ECO:0000269|PubMed:10827969, ECO:0000269|PubMed:11166117}."
B1AX39,0.366407739,0.459916174,-1.342228161,NA,-1.178653169,-0.421100373,-1.142281477,-0.216030025,0.499000134,0.973703671,Zinc finger CCHC domain-containing protein 7 (TRAMP-like complex RNA-binding factor ZCCHC7),Zcchc7 D4Wsu132e,
B1AXH1,0.181420573,0.01696638,-0.181483757,0.026679312,0.604237162,0.142864576,0.733082712,0.468849121,0.060665905,-0.114427114,NHS-like protein 2,Nhsl2,
B1AXP6,1.828520505,1.354787549,1.304969437,1.276232445,1.493200892,1.202439211,0.566692766,1.135612547,1.63742684,1.443782359,Mitochondrial import receptor subunit TOM5 homolog,Tomm5 Tom5,
B1AXV0,-1.241648575,-1.268574217,-1.350104311,-1.264013456,-1.385146784,-0.842925839,-1.010884116,-0.372628979,-1.587229005,-1.357360674,DOMON domain-containing protein FRRS1L (Ferric-chelate reductase 1-like protein),Frrs1l,"TISSUE SPECIFICITY: Expressed in the brain (at protein level) (PubMed:22632720). In embryos expression is evident in the ventral forebrain, but a lower level is seen in the remainder of the embryos. In the adult brain, expressed in the cortex, cerebellum, hippocampus and basal ganglia (PubMed:27236917). {ECO:0000269|PubMed:22632720, ECO:0000269|PubMed:27236917}."
B1AY10,0.030358008,0.376118823,0.525449758,0.139400391,0.372792057,0.508419506,0.278895802,-0.503534411,0.203913548,0.228136633,"Transcriptional repressor NF-X1 (m-Nfx.1) (EC 2.3.2.-) (Nuclear transcription factor, X box-binding protein 1)",Nfx1,"TISSUE SPECIFICITY: Ubiquitously expressed, with highest levels in thymus. {ECO:0000269|PubMed:12047746}."
