accession,protein_name,gene_name,tissue_specificity,Cerebellum,Midbrain,Thalamus,Lateral habenula,Hippocampus,Dentate gyrus,Basic cell groups and regions (grey),Lateral septal nucleus,Caudoputamen,Neocortex
A2BH40,"AT-rich interactive domain-containing protein 1A (ARID domain-containing protein 1A) (BRG1-associated factor 250) (BAF250) (BRG1-associated factor 250a) (BAF250A) (Osa homolog 1) (SWI-like protein) (SWI/SNF complex protein p270) (SWI/SNF-related, matrix-associated, actin-dependent regulator of chromatin subfamily F member 1)",Arid1a Baf250 Baf250a Osa1 Smarcf1,TISSUE SPECIFICITY: Widely expressed. Expressed at high levels in the testis. {ECO:0000269|PubMed:11318604}.,-0.505925953,-0.648534966,-0.709525135,-0.351793804,-0.379184079,-0.19858686,-0.39152507,-0.45811339,-0.852826946,-0.637106177
A2CG49,Kalirin (EC 2.7.11.1) (Protein Duo) (Serine/threonine-protein kinase with Dbl- and pleckstrin homology domain),Kalrn,,-0.156452168,-0.11457077,0.288640084,-1.203796632,0.089434754,-0.217541564,-0.162260876,0.0152907,-0.157715051,0.038171875
A2RSJ4,Bridge-like lipid transfer protein family member 3B (Syntaxin-6 Habc-interacting protein of 164 kDa) (UHRF1-binding protein 1-like),Bltp3b Kiaa0701 Ship164 Uhrf1bp1l,,-0.054481425,0.044599343,-0.355420807,-0.265060038,-0.297646096,-0.043167108,0.348135205,-0.287076113,-0.04165843,-0.20212872
A2RSY1,KAT8 regulatory NSL complex subunit 3 (NSL complex protein NSL3) (Non-specific lethal 3 homolog),Kansl3 Kiaa1310 Nsl3,,-0.112763642,-0.154175282,0.153813286,-1.439279837,0.323398465,0.677766218,-0.715037318,-0.731511957,0.027888686,0.132389783
A2RT62,F-box/LRR-repeat protein 16 (F-box and leucine-rich repeat protein 16),Fbxl16,,-0.27576103,-0.427578195,-0.0063228,-0.44599022,-0.976939778,-0.484457398,-0.298711807,-0.369350951,-0.335003459,-0.146992411
A2RTL5,Arginine/serine-rich coiled-coil protein 2,Rsrc2,,-1.596029161,-1.558379208,-1.049284396,-1.623898982,-1.891307781,-1.775468227,-1.621242303,-0.51488882,-1.556499728,-1.349448293
A2TJV2,Paralemmin-3,Palm3,,-0.58786698,-0.771072578,-1.510043715,-1.296525451,-1.821705298,-0.633571396,-0.423908233,-0.809682388,-0.551813989,-0.520912759
A3FIN4,Phospholipid-transporting ATPase FetA (EC 7.6.2.1) (ATPase class I type 8B member 2-like protein) (ATPase class I type 8B member 5) (Flippase expressed in testis A),Atp8b5 Feta,TISSUE SPECIFICITY: Highly expressed in testis. {ECO:0000269|PubMed:19657017}.,2.126057133,2.529084497,1.865481684,1.927060115,1.79115086,1.89480276,1.961612453,1.754437368,1.464849084,1.313576603
A3KFM7,ATP-dependent chromatin remodeler CHD6 (EC 3.6.4.-) (Chromo domain-containing protein 6) (CHD-6),Chd6 Kiaa1335,TISSUE SPECIFICITY: Widely expressed. {ECO:0000269|PubMed:17027977}.,1.373661937,0.28345645,0.607799284,0.915290928,0.823668048,0.562535834,1.392371503,1.256235047,0.495019598,0.791434744
A3KFX0,Cytosolic 5'-nucleotidase 1A (cN1A) (EC 3.1.3.5) (EC 3.1.3.89) (EC 3.1.3.99) (5'-deoxynucleotidase) (Cytosolic 5'-nucleotidase IA) (cN-IA),Nt5c1a,,-0.574004424,-0.922325744,0.083485098,-0.62697301,-1.0826873,-0.778371767,-0.088070156,-1.155378753,-0.675751849,-0.984607701
A3KGF9,Coiled-coil domain-containing protein 9B,Ccdc9b,,-0.014784682,0.01259049,-0.280157483,-0.267201696,0.082079135,-0.577909426,-0.393099675,-0.241713348,-0.034060596,0.055511814
A3KGS3,Ral GTPase-activating protein subunit alpha-2 (250 kDa substrate of Akt) (AS250) (P220),Ralgapa2 Kiaa1272,"TISSUE SPECIFICITY: Abundantly expressed in testis, pancreas, lung, thymus, brown fat, and white fat. {ECO:0000269|PubMed:16490346}.",-0.701053594,-0.777129836,-0.36956918,-0.982200743,-0.89714514,-0.924049296,-0.770051362,-1.134531398,-0.881330909,-0.612880924
A3KGV1,Outer dense fiber protein 2 (84 kDa outer dense fiber protein) (Cenexin) (Outer dense fiber of sperm tails protein 2),Odf2 Odf84,"TISSUE SPECIFICITY: Testis-specific (at protein level) (PubMed:27682589, PubMed:31904090, PubMed:9045620). Expressed in spermatids at tubular stage V of the spermatogenic cycle (PubMed:9740324). Highly expressed in the cytoplasm of elongating spermatids (tubular stages X/XI) (PubMed:9740324). In step 14/15 spermatids of tubular stage III/IV low expression detected (PubMed:9740324). No expression detected in other testicular cells as well as the early round of spermatids (PubMed:9740324). {ECO:0000269|PubMed:27682589, ECO:0000269|PubMed:31904090, ECO:0000269|PubMed:9045620, ECO:0000269|PubMed:9740324}.",0.605337522,0.532066289,0.370569296,-0.325433042,0.158695591,0.231382219,0.840570041,0.277008375,0.447309454,0.446340774
A3KMP2,Tetratricopeptide repeat protein 38 (TPR repeat protein 38),Ttc38,,-0.325262565,-0.193502153,-0.041586185,-0.505675681,-0.019483717,-0.13368758,-0.07542066,-0.007440382,0.080096608,0.021344082
A4Q9F0,Tubulin polyglutamylase TTLL7 (EC 6.3.2.-) (Tubulin--tyrosine ligase-like protein 7) (mTTLL7),Ttll7,"TISSUE SPECIFICITY: Highly expressed in brain, testis and trachea (PubMed:17499049). Expressed in brain, heart, kidney, liver, lung, muscle and trachea (PubMed:17499049). In the brain, highly expressed in hippocampus, thalamus, olfactory bulb and cerebellum cortex, corpus callosum and striatum (PubMed:16901895, PubMed:17499049). {ECO:0000269|PubMed:16901895, ECO:0000269|PubMed:17499049}.",0.044169168,0.307959718,0.159913833,0.373895783,0.256559067,-0.089262761,0.173366039,-0.075701543,0.492963232,0.394962217
A6H5Z3,Exocyst complex component 6B (Exocyst complex component Sec15B) (SEC15-like protein 2),Exoc6b Sec15b Sec15l2,,-0.288349595,-0.070077893,-0.527145667,0.190737667,-0.368819613,-0.366976295,-0.357058151,-0.128345729,-0.164325226,-0.179246135
A6H611,Mitochondrial intermediate peptidase (MIP) (EC 3.4.24.59),Mipep,,-0.381121905,-0.7896875,-0.568623375,-0.801377029,-0.918671485,-0.650766694,0.121448049,-1.100649414,-0.569138717,-0.600009318
A6H619,PHD and RING finger domain-containing protein 1,Phrf1 Kiaa1542,,-0.316433246,-0.982383438,-1.236467667,-0.858042656,-0.928216142,-0.886837495,-0.75997977,-1.243417397,-0.678698725,-0.30395434
A6H630,Damage-control phosphatase 1 (EC 3.1.3.-) (Acidic residue methyltransferase 1) (Protein-glutamate O-methyltransferase) (EC 2.1.1.-) (Sugar phosphate phosphatase ARMT1),Dcph1 Armt1,,-0.789218518,-1.957377721,-1.0777313,-1.587064906,-1.266002984,-1.747965874,-0.416028062,-1.809946281,-0.602600821,-0.722865581
A6H6A9,Rab GTPase-activating protein 1-like,Rabgap1l Hhl Kiaa0471,"TISSUE SPECIFICITY: Expressed in embryonic heart and liver, and in hemopoietic cells (PubMed:10585558). Expressed in the corpus callosum in the central nervous system (CNS) and costameres in skeletal muscle at postnatal day (PND) 30 (PubMed:27718357). {ECO:0000269|PubMed:10585558, ECO:0000269|PubMed:27718357}.",-0.586001362,-0.217465548,-0.939316091,-0.509652661,-1.208891514,-0.566602919,0.408775924,-0.107529847,-0.506134109,-0.707610705
A6H6E2,Multimerin-2,Mmrn2,,-0.349968018,-0.5889884,-1.387969376,-0.527863439,-1.068935645,-0.949714745,-1.978627058,-2.285970643,-0.275173792,-0.163360575
A6H8H2,DENN domain-containing protein 4C,Dennd4c,,0.161412676,-0.14471836,-0.252606723,0.079989388,-0.184036559,-0.374021248,-0.680036299,0.362233177,0.1103457,0.264820464
A6H8H5,Potassium voltage-gated channel subfamily B member 2 (Voltage-gated potassium channel subunit Kv2.2),Kcnb2,,-1.350742018,-1.236258325,-0.703590566,-0.583177254,-0.859786031,-0.073964367,-1.18280834,0.29990368,-0.418885989,-1.347227374
A6X8Z5,Rho GTPase-activating protein 31 (Cdc42 GTPase-activating protein),Arhgap31 Cdgap Kiaa1204,TISSUE SPECIFICITY: Expressed at highest levels in heart and lung. {ECO:0000269|PubMed:9786927}.,-0.735924944,-0.588447182,-1.133168921,-1.044828573,-1.452365362,-1.348388554,-1.311464645,-1.819477638,-0.591374927,-0.549133909
A6X919,Protein C-mannosyl-transferase DPY19L1 (EC 2.4.1.-) (Dpy-19-like protein 1) (Protein dpy-19 homolog 1),Dpy19l1,,-0.845486049,-0.558442841,-0.179158634,-0.77332941,-0.519667889,-0.699459083,-0.208949677,-0.60473366,-0.822217553,-0.585294392
A7XUZ6,Selection and upkeep of intraepithelial T-cells protein 6 (Skint-6),Skint6,TISSUE SPECIFICITY: Expressed in skin. {ECO:0000269|PubMed:18408721}.,0.949165414,1.300613347,-0.084447274,1.044961452,0.556494688,1.001808052,1.278733654,1.178926131,0.474057738,0.800220015
A8Y5H7,SEC14-like protein 1,Sec14l1 Kiaa4251,,0.778492109,0.907574047,0.907651654,-0.032811415,0.417919053,0.198687367,0.079653014,-1.06713842,1.078696316,1.116858733
A9JSM3,Transmembrane protein 238,Tmem238,,1.257509649,1.326719938,0.963144075,0.50208968,0.650314585,0.807341306,0.693458792,1.922676715,2.040559776,1.106299941
B0F2B4,Neuroligin 4-like (Neuroligin-4) (NL-4),Nlgn4l Nl4* Nlgn4 Nlgn4x,"TISSUE SPECIFICITY: Detected in brain cortex, septum, hippocampus, striatum, olfactory bulb, retina, colliculi, brain stem, cerebellum, thymus and skeletal muscle. Detected at inhibitory synapses throughout the brain and spinal cord (at protein level). Detected in brain, spleen, lung, skeletal muscle and kidney. {ECO:0000269|PubMed:18227507, ECO:0000269|PubMed:18434543, ECO:0000269|PubMed:21282647}.",-0.880384412,-0.46296388,-0.247649999,-0.100474232,-0.422690754,-0.192857894,-0.6634427,-0.12601918,-0.909965418,-0.641830214
B0V2N1,Receptor-type tyrosine-protein phosphatase S (R-PTP-S) (EC 3.1.3.48) (PTPNU-3) (Receptor-type tyrosine-protein phosphatase sigma) (R-PTP-sigma),Ptprs,"TISSUE SPECIFICITY: Detected in brain cortex, cerebellum and thoracic spinal cord (at protein level) (PubMed:19780196, PubMed:22519304). Detected in motor cortex and white matter of the spinal cord, but not in spinal cord gray matter (PubMed:19780196). Isoform 1 and isoform 6 are predominantly expressed in the brain (cerebrum and cerebellum) and to a lesser extent in the heart and skeletal muscle. Also found in neuronal-derived cell lines (PubMed:7529177). Detected in the ganglion cell layer of the retina and in glial cells along the optic nerve (PubMed:15797710). Detected in bone marrow and spleen plasmacytoid dendritic cells (PubMed:26231120). {ECO:0000269|PubMed:15797710, ECO:0000269|PubMed:19780196, ECO:0000269|PubMed:22519304, ECO:0000269|PubMed:26231120, ECO:0000269|PubMed:7529177}.",-0.472184884,-0.33446774,-0.397899981,-0.54527558,-0.289256182,-0.154910156,-0.42256555,-0.29148061,-0.200105831,-0.366298615
B1AR13,"CDGSH iron-sulfur domain-containing protein 3, mitochondrial (Melanoma nuclear protein 13)",Cisd3 Mel-13 Mel13,,1.622830663,1.442031817,1.200831586,0.864367332,1.239056381,0.62409008,0.928611678,0.876150675,1.214284367,1.340874402
B1AS29,"Glutamate receptor ionotropic, kainate 3 (GluK3) (Glutamate receptor 7) (GluR-7) (GluR7)",Grik3 Glur7,"TISSUE SPECIFICITY: Detected in whole brain, cerebellum, brain cortex and hippocampus. {ECO:0000269|PubMed:11124978}.",-0.75291218,-0.916384505,-0.603389468,-0.611974572,-0.889729087,-1.156346877,-1.260579128,-0.326383741,-0.699931025,-0.462747971
B1AUE5,Peroxisome biogenesis factor 10 (EC 2.3.2.27) (Peroxin-10) (Peroxisomal biogenesis factor 10) (Peroxisome assembly protein 10),Pex10,,0.23622598,0.193410498,-0.184422824,-0.312919656,0.006610513,-0.544564059,-0.128906341,-0.466374954,-0.155163591,-0.165618438
B1AUH1,Receptor-type tyrosine-protein phosphatase U (R-PTP-U) (EC 3.1.3.48) (Ftp-1) (Pancreatic carcinoma phosphatase 2) (PCP-2) (Protein-tyrosine phosphatase-lamda) (PTP-lambda) (PTPlambda) (Receptor-type protein-tyrosine phosphatase psi) (R-PTP-psi),Ptpru Pcp2 Ptpf,"TISSUE SPECIFICITY: Transcripts of different sizes are differentially expressed in a subset of tissues. Detected in brain, lung, skeletal muscle, heart, kidney and placenta. In brain; expressed in olfactory bulb, cerebral cortex, hippocampus and cerebellum. {ECO:0000269|PubMed:15040814, ECO:0000269|PubMed:9054423, ECO:0000269|PubMed:9272866}.",-0.456182096,-0.473456253,-0.865765697,-0.371285288,-0.6813691,-0.405264356,-0.78259805,-0.762643469,-0.619268161,-0.630365635
B1AVY7,Kinesin-like protein KIF16B,Kif16b Kiaa1590,,-0.396805693,-0.767780786,-1.074898578,-0.496443271,-0.927801957,-0.908176843,-0.724436364,-1.223664959,-0.392567312,-0.625489027
B1AVZ0,Uracil phosphoribosyltransferase homolog,Uprt,,-0.070101106,-0.099363353,0.735818938,0.259569795,0.456047179,0.129470134,1.022598807,0.358403988,0.132439859,-0.098641024
B1AWN6,Sodium channel protein type 2 subunit alpha (Voltage-gated sodium channel subunit alpha Nav1.2),Scn2a Scn2a1,"TISSUE SPECIFICITY: Expressed in brain (at protein level) (PubMed:10827969, PubMed:11166117). Detected in hippocampus, cortex and brain stem (PubMed:10827969). {ECO:0000269|PubMed:10827969, ECO:0000269|PubMed:11166117}.",0.424196922,0.248007709,0.094577461,0.718731134,0.321032195,0.222597596,0.582658766,0.4857288,0.543772693,0.323602893
B1AXH1,NHS-like protein 2,Nhsl2,,0.060017188,0.065220329,-0.065656727,0.218918302,0.549889985,0.141581208,0.587849412,0.795788749,0.268980489,-0.159628132
B1AXP6,Mitochondrial import receptor subunit TOM5 homolog,Tomm5 Tom5,,1.912965416,1.445847537,1.16227885,1.443477262,1.480632091,1.112712111,0.600435059,1.228857348,1.662057782,1.569532563
B1AXV0,DOMON domain-containing protein FRRS1L (Ferric-chelate reductase 1-like protein),Frrs1l,"TISSUE SPECIFICITY: Expressed in the brain (at protein level) (PubMed:22632720). In embryos expression is evident in the ventral forebrain, but a lower level is seen in the remainder of the embryos. In the adult brain, expressed in the cortex, cerebellum, hippocampus and basal ganglia (PubMed:27236917). {ECO:0000269|PubMed:22632720, ECO:0000269|PubMed:27236917}.",-1.08557036,-1.25171224,-1.217113296,-1.677061605,-1.384217868,-0.813228473,-0.803142389,-0.532734485,-1.52928316,-1.297600691
B1AY10,"Transcriptional repressor NF-X1 (m-Nfx.1) (EC 2.3.2.-) (Nuclear transcription factor, X box-binding protein 1)",Nfx1,"TISSUE SPECIFICITY: Ubiquitously expressed, with highest levels in thymus. {ECO:0000269|PubMed:12047746}.",0.029947734,0.209499082,0.466347847,0.13507599,0.197473605,0.432837072,0.045774015,-0.482866244,0.110666684,0.245920284
B1AY13,Ubiquitin carboxyl-terminal hydrolase 24 (EC 3.4.19.12) (Deubiquitinating enzyme 24) (Ubiquitin thioesterase 24) (Ubiquitin-specific-processing protease 24),Usp24,,0.024992983,-0.136908989,-0.024368247,-0.201104307,0.418927249,0.138630629,-0.117580074,0.259114474,-0.08207757,-0.144362082
B1AZ99,OTU domain-containing protein 3 (EC 3.4.19.12),Otud3,,2.335567369,1.529521167,1.845677939,1.377439593,2.193718561,1.765737431,1.483036723,1.270188411,1.948285223,2.263302563
B1AZA5,Transmembrane protein 245,Tmem245,,0.740955849,0.408573355,0.319773537,0.447281798,0.184405097,0.081379115,0.101154205,0.184805091,-0.38516737,0.330622144
B1AZI6,THO complex subunit 2 (Tho2),Thoc2,TISSUE SPECIFICITY: Expressed in the hippocampus and the cortical neurons. {ECO:0000269|PubMed:26166480}.,0.37143412,-0.087220783,0.234618233,0.323358891,0.241311048,0.563803708,0.189293314,0.091601307,0.399463352,0.362201856
B1AZP2,Disks large-associated protein 4 (DAP-4) (PSD-95/SAP90-binding protein 4) (SAP90/PSD-95-associated protein 4) (SAPAP-4),Dlgap4 Kiaa0964 Sapap4,,-0.231814308,-0.256859185,-0.334504735,-0.370878506,0.05544521,-0.100702788,-0.496758861,-0.282940122,-0.068492321,0.008276603
B1B212,Histocompatibility antigen 60b,H60b,"TISSUE SPECIFICITY: In strain C57BL/6J, strongly expressed in cardiac muscle and skeletal muscle, with lower expression levels in spleen, liver, kidney and thymus. In strain BALB/cJ, weakly expressed in cardiac muscle, spleen, kidney and thymus. {ECO:0000269|PubMed:18209064}.",1.360207794,1.820320763,1.773781432,1.338458095,1.742299822,0.897610439,1.061193504,1.169426465,1.80561903,1.517509416
B2B9E1,Triple QxxK/R motif-containing protein (Triple repetitive-sequence of QXXK/R protein homolog),Triqk Gm11818,"TISSUE SPECIFICITY: Expressed in heart, brain, spleen, lung, liver, skeletal muscle, kidney and testis. {ECO:0000269|PubMed:18828657}.",0.783855193,0.943431531,0.961502911,1.072674036,1.146063541,0.291093085,0.166340812,0.617796723,1.567597433,1.586781551
B2KF05,Bromodomain and PHD finger-containing protein 3,Brpf3,TISSUE SPECIFICITY: Highly expressed in the adult testis and brain. {ECO:0000269|PubMed:26677226}.,1.285598846,1.629889551,1.340712195,1.421347517,1.129874655,0.973439815,0.443733404,0.855445642,1.421922094,1.360559467
B2RPU2,Pleckstrin homology domain-containing family D member 1 (PH domain-containing family D member 1),Plekhd1,,0.689327224,0.751264428,0.652899934,0.473550355,0.520016733,0.199596565,-0.32529548,0.021941826,0.843848439,0.630298722
B2RQC6,Multifunctional protein CAD (Carbamoyl phosphate synthetase 2-aspartate transcarbamylase-dihydroorotase) [Includes: Glutamine-dependent carbamoyl-phosphate synthase (EC 6.3.5.5); Glutamine amidotransferase (GATase) (GLNase) (EC 3.5.1.2); Ammonium-dependent carbamoyl phosphate synthase (CPS) (CPSase) (EC 6.3.4.16); Aspartate carbamoyltransferase (EC 2.1.3.2); Dihydroorotase (EC 3.5.2.3)],Cad,,-0.11254033,0.112695025,0.034625229,0.255315354,0.046102704,0.064069478,-0.000359087,-0.009219989,0.090730548,0.202056209
B2RQR8,Endothelin-converting enzyme 2 (ECE-2) (EC 3.4.24.71),Ece2,,-6.138065256,-6.034378941,-7.728450953,NA,-6.403230701,-5.810665649,-6.646456994,-5.955482434,-6.749645486,-6.289057047
B2RR83,3'-5' RNA helicase YTHDC2 (EC 3.6.4.13) (Keen to exit meiosis leaving testes under-populated protein) (Ketu) (YTH domain-containing protein C2) (mYTHDC2),Ythdc2,"TISSUE SPECIFICITY: Present in male and female germ cells (at protein level) (PubMed:29033321, PubMed:32470506). Highly expressed in testis (PubMed:28809393, PubMed:29033321, PubMed:29087293, PubMed:29360036). Not detected in spermatogonia next to the tubule wall but is strongly expressed in spermatocytes, suggesting that it is up-regulated in germ cells upon entry into meiosis (at protein level) (PubMed:29087293). {ECO:0000269|PubMed:28809393, ECO:0000269|PubMed:29033321, ECO:0000269|PubMed:29087293, ECO:0000269|PubMed:29360036, ECO:0000269|PubMed:32470506}.",-0.135701254,-0.206056421,-0.369491887,-0.501804866,-0.35631674,-0.053342417,0.12513803,-0.364503479,-0.451939216,-0.183767441
B2RRD7,Peregrin (Bromodomain and PHD finger-containing protein 1),Brpf1,"TISSUE SPECIFICITY: Expressed at low level in most tissues, with high expression in the testis and specific regions of the brain. {ECO:0000269|PubMed:24646517}.",0.588579776,0.739772305,0.349836286,0.232828415,0.318829774,-0.096970095,0.600525607,-0.947073505,0.443279484,0.469510183
B2RRE7,OTU domain-containing protein 4 (EC 3.4.19.12),Otud4 Kiaa1046,,-0.272055298,-0.173433709,0.715453996,-0.504667763,0.297639217,0.069352652,0.699646912,0.716352432,0.057453836,-0.168664046
B2RSH2,Guanine nucleotide-binding protein G(i) subunit alpha-1 (EC 3.6.5.-) (Adenylate cyclase-inhibiting G alpha protein),Gnai1 Gnai-1,,0.978469277,1.362275109,1.216063323,0.570275707,0.629407541,0.677973987,0.90387553,0.969486582,0.880438341,0.866550899
B2RUJ5,Amyloid-beta A4 precursor protein-binding family A member 1 (Adapter protein X11alpha) (Neuron-specific X11 protein) (Neuronal Munc18-1-interacting protein 1) (Mint-1),Apba1 Mint1 mLin-10 X11,TISSUE SPECIFICITY: Isoform 3 is expressed in brain. {ECO:0000269|PubMed:23737971}.,-0.371596549,-0.410740621,-0.704039206,-1.065526022,-0.878441611,-0.288099966,-0.781886826,-0.955924168,-0.511479316,-0.381069373
